name	addr	size	section	bind	type	parent
overtime1	003e1a78	00000004	.bss	g	O	
pal_ntsc	003e1a7c	00000004	.bss	g	O	
pause_ret	003e1a80	00000004	.bss	g	O	
pf	003e1a84	00000004	.bss	g	O	
prev_time	003e1a88	00000004	.bss	g	O	
romfile	003e1a8c	00000004	.bss	g	O	
scr_buf	003e1a90	00000004	.bss	g	O	
scr_h_size	003e1a94	00000004	.bss	g	O	
scr_v_size	003e1a98	00000004	.bss	g	O	
screen_w	003e1a9c	00000004	.bss	g	O	
screen_x	003e1aa0	00000004	.bss	g	O	
set_rotation	003e1aa4	00000004	.bss	g	O	
shmid	003e1aa8	00000004	.bss	g	O	
sound_driver_init	003e1aac	00000004	.bss	g	O	
sound_driver_playframe	003e1ab0	00000004	.bss	g	O	
sound_times	003e1ab4	00000004	.bss	g	O	
video_driver_deinit	003e1ab8	00000004	.bss	g	O	
video_driver_frame	003e1abc	00000004	.bss	g	O	
video_driver_get_size	003e1ac0	00000004	.bss	g	O	
video_driver_setting	003e1ac4	00000004	.bss	g	O	
spi_id	003e1ac8	00000003	.bss	g	O	
IR_JoyKey	003e1acc	00000002	.bss	g	O	
ChannelIndex	003e1ace	00000001	.bss	g	O	
ProtectCode	003e1acf	00000001	.bss	g	O	
ProtectVer	003e1ad0	00000001	.bss	g	O	
ReturnToMenu	003e1ad1	00000001	.bss	g	O	
joy_key_Temp	003e1ad2	00000001	.bss	g	O	
